id,name-form,type_1,type_2,data_species,data_height,data_weight,ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,img
3191,Sharpedo-Mega Sharpedo,Water,Dark,Brutal Pokémon,2.5,130.3,Strong Jaw,60,196,Slow,50% male,50% female,70,140,70,110,65,105,560,https://img.pokemondb.net/artwork/large/sharpedo-mega.jpg
3200,Wailmer-Wailmer,Water,-,Ball Whale Pokémon,2.0,130.0,Water Veil,125,80,Fluctuating,50% male,50% female,130,70,35,70,35,60,400,https://img.pokemondb.net/artwork/large/wailmer.jpg
3210,Wailord-Wailord,Water,-,Float Whale Pokémon,14.5,398.0,Water Veil,60,175,Fluctuating,50% male,50% female,170,90,45,90,45,60,500,https://img.pokemondb.net/artwork/large/wailord.jpg
3220,Numel-Numel,Fire,Ground,Numb Pokémon,0.7,24.0,Oblivious,255,61,Medium Fast,50% male,50% female,60,60,40,65,45,35,305,https://img.pokemondb.net/artwork/large/numel.jpg
3230,Camerupt-Camerupt,Fire,Ground,Eruption Pokémon,1.9,220.0,Magma Armor,150,161,Medium Fast,50% male,50% female,70,100,70,105,75,40,460,https://img.pokemondb.net/artwork/large/camerupt.jpg
3231,Camerupt-Mega Camerupt,Fire,Ground,Eruption Pokémon,2.5,320.5,Sheer Force,150,196,Medium Fast,50% male,50% female,70,120,100,145,105,20,560,https://img.pokemondb.net/artwork/large/camerupt-mega.jpg
3240,Torkoal-Torkoal,Fire,-,Coal Pokémon,0.5,80.4,White Smoke,90,165,Medium Fast,50% male,50% female,70,85,140,85,70,20,470,https://img.pokemondb.net/artwork/large/torkoal.jpg
3250,Spoink-Spoink,Psychic,-,Bounce Pokémon,0.7,30.6,Thick Fat,255,66,Fast,50% male,50% female,60,25,35,70,80,60,330,https://img.pokemondb.net/artwork/large/spoink.jpg
3260,Grumpig-Grumpig,Psychic,-,Manipulate Pokémon,0.9,71.5,Thick Fat,60,165,Fast,50% male,50% female,80,45,65,90,110,80,470,https://img.pokemondb.net/artwork/large/grumpig.jpg
3270,Spinda-Spinda,Normal,-,Spot Panda Pokémon,1.1,5.0,Own Tempo,255,126,Fast,50% male,50% female,60,60,60,60,60,60,360,https://img.pokemondb.net/artwork/large/spinda.jpg
3280,Trapinch-Trapinch,Ground,-,Ant Pit Pokémon,0.7,15.0,Hyper Cutter,255,58,Medium Slow,50% male,50% female,45,100,45,45,45,10,290,https://img.pokemondb.net/artwork/large/trapinch.jpg
3290,Vibrava-Vibrava,Ground,Dragon,Vibration Pokémon,1.1,15.3,Levitate,120,119,Medium Slow,50% male,50% female,50,70,50,50,50,70,340,https://img.pokemondb.net/artwork/large/vibrava.jpg
3300,Flygon-Flygon,Ground,Dragon,Mystic Pokémon,2.0,82.0,Levitate,45,234,Medium Slow,50% male,50% female,80,100,80,80,80,100,520,https://img.pokemondb.net/artwork/large/flygon.jpg
3310,Cacnea-Cacnea,Grass,-,Cactus Pokémon,0.4,51.3,Sand Veil,190,67,Medium Slow,50% male,50% female,50,85,40,85,40,35,335,https://img.pokemondb.net/artwork/large/cacnea.jpg
3320,Cacturne-Cacturne,Grass,Dark,Scarecrow Pokémon,1.3,77.4,Sand Veil,60,166,Medium Slow,50% male,50% female,70,115,60,115,60,55,475,https://img.pokemondb.net/artwork/large/cacturne.jpg
3330,Swablu-Swablu,Normal,Flying,Cotton Bird Pokémon,0.4,1.2,Natural Cure,255,62,Erratic,50% male,50% female,45,40,60,40,75,50,310,https://img.pokemondb.net/artwork/large/swablu.jpg
3340,Altaria-Altaria,Dragon,Flying,Humming Pokémon,1.1,20.6,Natural Cure,45,172,Erratic,50% male,50% female,75,70,90,70,105,80,490,https://img.pokemondb.net/artwork/large/altaria.jpg
3341,Altaria-Mega Altaria,Dragon,Flying,Humming Pokémon,1.5,20.6,Pixilate,45,207,Erratic,50% male,50% female,75,110,110,110,105,80,590,https://img.pokemondb.net/artwork/large/altaria-mega.jpg
3350,Zangoose-Zangoose,Normal,-,Cat Ferret Pokémon,1.3,40.3,Immunity,90,160,Erratic,50% male,50% female,73,115,60,60,60,90,458,https://img.pokemondb.net/artwork/large/zangoose.jpg
3360,Seviper-Seviper,Poison,-,Fang Snake Pokémon,2.7,52.5,Shed Skin,90,160,Fluctuating,50% male,50% female,73,100,60,100,60,65,458,https://img.pokemondb.net/artwork/large/seviper.jpg
3370,Lunatone-Lunatone,Rock,Psychic,Meteorite Pokémon,1.0,168.0,Levitate,45,161,Fast,Genderless,Genderless,90,55,65,95,85,70,460,https://img.pokemondb.net/artwork/large/lunatone.jpg
3380,Solrock-Solrock,Rock,Psychic,Meteorite Pokémon,1.2,154.0,Levitate,45,161,Fast,Genderless,Genderless,90,95,85,55,65,70,460,https://img.pokemondb.net/artwork/large/solrock.jpg
3390,Barboach-Barboach,Water,Ground,Whiskers Pokémon,0.4,1.9,Oblivious,190,58,Medium Fast,50% male,50% female,50,48,43,46,41,60,288,https://img.pokemondb.net/artwork/large/barboach.jpg
3400,Whiscash-Whiscash,Water,Ground,Whiskers Pokémon,0.9,23.6,Oblivious,75,164,Medium Fast,50% male,50% female,110,78,73,76,71,60,468,https://img.pokemondb.net/artwork/large/whiscash.jpg
3410,Corphish-Corphish,Water,-,Ruffian Pokémon,0.6,11.5,Hyper Cutter,205,62,Fluctuating,50% male,50% female,43,80,65,50,35,35,308,https://img.pokemondb.net/artwork/large/corphish.jpg
3420,Crawdaunt-Crawdaunt,Water,Dark,Rogue Pokémon,1.1,32.8,Hyper Cutter,155,164,Fluctuating,50% male,50% female,63,120,85,90,55,55,468,https://img.pokemondb.net/artwork/large/crawdaunt.jpg
3430,Baltoy-Baltoy,Ground,Psychic,Clay Doll Pokémon,0.5,21.5,Levitate,255,60,Medium Fast,Genderless,Genderless,40,40,55,40,70,55,300,https://img.pokemondb.net/artwork/large/baltoy.jpg
3440,Claydol-Claydol,Ground,Psychic,Clay Doll Pokémon,1.5,108.0,Levitate,90,175,Medium Fast,Genderless,Genderless,60,70,105,70,120,75,500,https://img.pokemondb.net/artwork/large/claydol.jpg
3450,Lileep-Lileep,Rock,Grass,Sea Lily Pokémon,1.0,23.8,Suction Cups,45,71,Erratic,87.5% male,12.5% female,66,41,77,61,87,23,355,https://img.pokemondb.net/artwork/large/lileep.jpg
3460,Cradily-Cradily,Rock,Grass,Barnacle Pokémon,1.5,60.4,Suction Cups,45,173,Erratic,87.5% male,12.5% female,86,81,97,81,107,43,495,https://img.pokemondb.net/artwork/large/cradily.jpg
3470,Anorith-Anorith,Rock,Bug,Old Shrimp Pokémon,0.7,12.5,Battle Armor,45,71,Erratic,87.5% male,12.5% female,45,95,50,40,50,75,355,https://img.pokemondb.net/artwork/large/anorith.jpg
3480,Armaldo-Armaldo,Rock,Bug,Plate Pokémon,1.5,68.2,Battle Armor,45,173,Erratic,87.5% male,12.5% female,75,125,100,70,80,45,495,https://img.pokemondb.net/artwork/large/armaldo.jpg
3490,Feebas-Feebas,Water,-,Fish Pokémon,0.6,7.4,Swift Swim,255,40,Erratic,50% male,50% female,20,15,20,10,55,80,200,https://img.pokemondb.net/artwork/large/feebas.jpg
3500,Milotic-Milotic,Water,-,Tender Pokémon,6.2,162.0,Marvel Scale,60,189,Erratic,50% male,50% female,95,60,79,100,125,81,540,https://img.pokemondb.net/artwork/large/milotic.jpg
3510,Castform-Castform,Normal,-,Weather Pokémon,0.3,0.8,Forecast,45,147,Medium Fast,50% male,50% female,70,70,70,70,70,70,420,https://img.pokemondb.net/artwork/large/castform.jpg
3511,Castform-Sunny Form,Normal,-,Weather Pokémon,0.3,0.8,Forecast,45,147,Medium Fast,50% male,50% female,70,70,70,70,70,70,420,https://img.pokemondb.net/artwork/vector/castform-sunny.png
3512,Castform-Rainy Form,Normal,-,Weather Pokémon,0.3,0.8,Forecast,45,147,Medium Fast,50% male,50% female,70,70,70,70,70,70,420,https://img.pokemondb.net/artwork/vector/castform-rainy.png
3513,Castform-Snowy Form,Normal,-,Weather Pokémon,0.3,0.8,Forecast,45,147,Medium Fast,50% male,50% female,70,70,70,70,70,70,420,https://img.pokemondb.net/artwork/vector/castform-snowy.png
3520,Kecleon-Kecleon,Normal,-,Color Swap Pokémon,1.0,22.0,Color Change,200,154,Medium Slow,50% male,50% female,60,90,70,60,120,40,440,https://img.pokemondb.net/artwork/large/kecleon.jpg
3530,Shuppet-Shuppet,Ghost,-,Puppet Pokémon,0.6,2.3,Insomnia,225,59,Fast,50% male,50% female,44,75,35,63,33,45,295,https://img.pokemondb.net/artwork/large/shuppet.jpg
3540,Banette-Banette,Ghost,-,Marionette Pokémon,1.1,12.5,Insomnia,45,159,Fast,50% male,50% female,64,115,65,83,63,65,455,https://img.pokemondb.net/artwork/large/banette.jpg
3541,Banette-Mega Banette,Ghost,-,Marionette Pokémon,1.2,13.0,Prankster,45,194,Fast,50% male,50% female,64,165,75,93,83,75,555,https://img.pokemondb.net/artwork/large/banette-mega.jpg
3550,Duskull-Duskull,Ghost,-,Requiem Pokémon,0.8,15.0,Levitate,190,59,Fast,50% male,50% female,20,40,90,30,90,25,295,https://img.pokemondb.net/artwork/large/duskull.jpg
3560,Dusclops-Dusclops,Ghost,-,Beckon Pokémon,1.6,30.6,Pressure,90,159,Fast,50% male,50% female,40,70,130,60,130,25,455,https://img.pokemondb.net/artwork/large/dusclops.jpg
3570,Tropius-Tropius,Grass,Flying,Fruit Pokémon,2.0,100.0,Chlorophyll,200,161,Slow,50% male,50% female,99,68,83,72,87,51,460,https://img.pokemondb.net/artwork/large/tropius.jpg
3580,Chimecho-Chimecho,Psychic,-,Wind Chime Pokémon,0.6,1.0,Levitate,45,159,Fast,50% male,50% female,75,50,80,95,90,65,455,https://img.pokemondb.net/artwork/large/chimecho.jpg
3590,Absol-Absol,Dark,-,Disaster Pokémon,1.2,47.0,Pressure,30,163,Medium Slow,50% male,50% female,65,130,60,75,60,75,465,https://img.pokemondb.net/artwork/large/absol.jpg
3591,Absol-Mega Absol,Dark,-,Disaster Pokémon,1.2,49.0,Magic Bounce,30,198,Medium Slow,50% male,50% female,65,150,60,115,60,115,565,https://img.pokemondb.net/artwork/large/absol-mega.jpg
3600,Wynaut-Wynaut,Psychic,-,Bright Pokémon,0.6,14.0,Shadow Tag,125,52,Medium Fast,50% male,50% female,95,23,48,23,48,23,260,https://img.pokemondb.net/artwork/large/wynaut.jpg
3610,Snorunt-Snorunt,Ice,-,Snow Hat Pokémon,0.7,16.8,Inner Focus,190,60,Medium Fast,50% male,50% female,50,50,50,50,50,50,300,https://img.pokemondb.net/artwork/large/snorunt.jpg
3620,Glalie-Glalie,Ice,-,Face Pokémon,1.5,256.5,Inner Focus,75,168,Medium Fast,50% male,50% female,80,80,80,80,80,80,480,https://img.pokemondb.net/artwork/large/glalie.jpg
3621,Glalie-Mega Glalie,Ice,-,Face Pokémon,2.1,350.2,Refrigerate,75,203,Medium Fast,50% male,50% female,80,120,80,120,80,100,580,https://img.pokemondb.net/artwork/large/glalie-mega.jpg
3630,Spheal-Spheal,Ice,Water,Clap Pokémon,0.8,39.5,Thick Fat,255,58,Medium Slow,50% male,50% female,70,40,50,55,50,25,290,https://img.pokemondb.net/artwork/large/spheal.jpg
3640,Sealeo-Sealeo,Ice,Water,Ball Roll Pokémon,1.1,87.6,Thick Fat,120,144,Medium Slow,50% male,50% female,90,60,70,75,70,45,410,https://img.pokemondb.net/artwork/large/sealeo.jpg
3650,Walrein-Walrein,Ice,Water,Ice Break Pokémon,1.4,150.6,Thick Fat,45,239,Medium Slow,50% male,50% female,110,80,90,95,90,65,530,https://img.pokemondb.net/artwork/large/walrein.jpg
3660,Clamperl-Clamperl,Water,-,Bivalve Pokémon,0.4,52.5,Shell Armor,255,69,Erratic,50% male,50% female,35,64,85,74,55,32,345,https://img.pokemondb.net/artwork/large/clamperl.jpg
3670,Huntail-Huntail,Water,-,Deep Sea Pokémon,1.7,27.0,Swift Swim,60,170,Erratic,50% male,50% female,55,104,105,94,75,52,485,https://img.pokemondb.net/artwork/large/huntail.jpg
3680,Gorebyss-Gorebyss,Water,-,South Sea Pokémon,1.8,22.6,Swift Swim,60,170,Erratic,50% male,50% female,55,84,105,114,75,52,485,https://img.pokemondb.net/artwork/large/gorebyss.jpg
3690,Relicanth-Relicanth,Water,Rock,Longevity Pokémon,1.0,23.4,Swift Swim,25,170,Slow,87.5% male,12.5% female,100,90,130,45,65,55,485,https://img.pokemondb.net/artwork/large/relicanth.jpg
3700,Luvdisc-Luvdisc,Water,-,Rendezvous Pokémon,0.6,8.7,Swift Swim,225,116,Fast,25% male,75% female,43,30,55,40,65,97,330,https://img.pokemondb.net/artwork/large/luvdisc.jpg
3710,Bagon-Bagon,Dragon,-,Rock Head Pokémon,0.6,42.1,Rock Head,45,60,Slow,50% male,50% female,45,75,60,40,30,50,300,https://img.pokemondb.net/artwork/large/bagon.jpg
3720,Shelgon-Shelgon,Dragon,-,Endurance Pokémon,1.1,110.5,Rock Head,45,147,Slow,50% male,50% female,65,95,100,60,50,50,420,https://img.pokemondb.net/artwork/large/shelgon.jpg
3730,Salamence-Salamence,Dragon,Flying,Dragon Pokémon,1.5,102.6,Intimidate,45,270,Slow,50% male,50% female,95,135,80,110,80,100,600,https://img.pokemondb.net/artwork/large/salamence.jpg
3731,Salamence-Mega Salamence,Dragon,Flying,Dragon Pokémon,1.8,112.6,Aerilate,45,315,Slow,50% male,50% female,95,145,130,120,90,120,700,https://img.pokemondb.net/artwork/large/salamence-mega.jpg
3740,Beldum-Beldum,Steel,Psychic,Iron Ball Pokémon,0.6,95.2,Clear Body,3,60,Slow,Genderless,Genderless,40,55,80,35,60,30,300,https://img.pokemondb.net/artwork/large/beldum.jpg
3750,Metang-Metang,Steel,Psychic,Iron Claw Pokémon,1.2,202.5,Clear Body,3,147,Slow,Genderless,Genderless,60,75,100,55,80,50,420,https://img.pokemondb.net/artwork/large/metang.jpg
3760,Metagross-Metagross,Steel,Psychic,Iron Leg Pokémon,1.6,550.0,Clear Body,3,270,Slow,Genderless,Genderless,80,135,130,95,90,70,600,https://img.pokemondb.net/artwork/large/metagross.jpg
3761,Metagross-Mega Metagross,Steel,Psychic,Iron Leg Pokémon,2.5,942.9,Tough Claws,3,315,Slow,Genderless,Genderless,80,145,150,105,110,110,700,https://img.pokemondb.net/artwork/large/metagross-mega.jpg
3770,Regirock-Regirock,Rock,-,Rock Peak Pokémon,1.7,230.0,Clear Body,3,261,Slow,Genderless,Genderless,80,100,200,50,100,50,580,https://img.pokemondb.net/artwork/large/regirock.jpg
3780,Regice-Regice,Ice,-,Iceberg Pokémon,1.8,175.0,Clear Body,3,261,Slow,Genderless,Genderless,80,50,100,100,200,50,580,https://img.pokemondb.net/artwork/large/regice.jpg
3790,Registeel-Registeel,Steel,-,Iron Pokémon,1.9,205.0,Clear Body,3,261,Slow,Genderless,Genderless,80,75,150,75,150,50,580,https://img.pokemondb.net/artwork/large/registeel.jpg
3800,Latias-Latias,Dragon,Psychic,Eon Pokémon,1.4,40.0,Levitate,3,270,Slow,0% male,100% female,80,80,90,110,130,110,600,https://img.pokemondb.net/artwork/large/latias.jpg
3801,Latias-Mega Latias,Dragon,Psychic,Eon Pokémon,1.8,52.0,Levitate,3,315,Slow,0% male,100% female,80,100,120,140,150,110,700,https://img.pokemondb.net/artwork/large/latias-mega.jpg
3810,Latios-Latios,Dragon,Psychic,Eon Pokémon,2.0,60.0,Levitate,3,270,Slow,100% male,0% female,80,90,80,130,110,110,600,https://img.pokemondb.net/artwork/large/latios.jpg
3811,Latios-Mega Latios,Dragon,Psychic,Eon Pokémon,2.3,70.0,Levitate,3,315,Slow,100% male,0% female,80,130,100,160,120,110,700,https://img.pokemondb.net/artwork/large/latios-mega.jpg
3820,Kyogre-Kyogre,Water,-,Sea Basin Pokémon,4.5,352.0,Drizzle,3,302,Slow,Genderless,Genderless,100,100,90,150,140,90,670,https://img.pokemondb.net/artwork/large/kyogre.jpg
3821,Kyogre-Primal Kyogre,Water,-,Sea Basin Pokémon,9.8,430.0,Primordial Sea,5,347,Slow,Genderless,Genderless,100,150,90,180,160,90,770,https://img.pokemondb.net/artwork/large/kyogre-primal.jpg
3830,Groudon-Groudon,Ground,-,Continent Pokémon,3.5,950.0,Drought,3,302,Slow,Genderless,Genderless,100,150,140,100,90,90,670,https://img.pokemondb.net/artwork/large/groudon.jpg
3831,Groudon-Primal Groudon,Ground,-,Continent Pokémon,5.0,999.7,Desolate Land,5,347,Slow,Genderless,Genderless,100,180,160,150,90,90,770,https://img.pokemondb.net/artwork/large/groudon-primal.jpg
3840,Rayquaza-Rayquaza,Dragon,Flying,Sky High Pokémon,7.0,206.5,Air Lock,45,306,Slow,Genderless,Genderless,105,150,90,150,90,95,680,https://img.pokemondb.net/artwork/large/rayquaza.jpg
3841,Rayquaza-Mega Rayquaza,Dragon,Flying,Sky High Pokémon,10.8,392.0,Delta Stream,3,351,Slow,Genderless,Genderless,105,180,100,180,100,115,780,https://img.pokemondb.net/artwork/large/rayquaza-mega.jpg
3850,Jirachi-Jirachi,Steel,Psychic,Wish Pokémon,0.3,1.1,Serene Grace,3,270,Slow,Genderless,Genderless,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/jirachi.jpg
3860,Deoxys-Normal Forme,Psychic,-,DNA Pokémon,1.7,60.8,Pressure,3,270,Slow,Genderless,Genderless,50,150,50,150,50,150,600,https://img.pokemondb.net/artwork/large/deoxys-normal.jpg
3861,Deoxys-Attack Forme,Psychic,-,DNA Pokémon,1.7,60.8,Pressure,3,270,Slow,Genderless,Genderless,50,180,20,180,20,150,600,https://img.pokemondb.net/artwork/large/deoxys-attack.jpg
3862,Deoxys-Defense Forme,Psychic,-,DNA Pokémon,1.7,60.8,Pressure,3,270,Slow,Genderless,Genderless,50,70,160,70,160,90,600,https://img.pokemondb.net/artwork/large/deoxys-defense.jpg
3863,Deoxys-Speed Forme,Psychic,-,DNA Pokémon,1.7,60.8,Pressure,3,270,Slow,Genderless,Genderless,50,95,90,95,90,180,600,https://img.pokemondb.net/artwork/large/deoxys-speed.jpg
3870,Turtwig-Turtwig,Grass,-,Tiny Leaf Pokémon,0.4,10.2,Overgrow,45,64,Medium Slow,87.5% male,12.5% female,55,68,64,45,55,31,318,https://img.pokemondb.net/artwork/large/turtwig.jpg
3880,Grotle-Grotle,Grass,-,Grove Pokémon,1.1,97.0,Overgrow,45,142,Medium Slow,87.5% male,12.5% female,75,89,85,55,65,36,405,https://img.pokemondb.net/artwork/large/grotle.jpg
3890,Torterra-Torterra,Grass,Ground,Continent Pokémon,2.2,310.0,Overgrow,45,236,Medium Slow,87.5% male,12.5% female,95,109,105,75,85,56,525,https://img.pokemondb.net/artwork/large/torterra.jpg
3900,Chimchar-Chimchar,Fire,-,Chimp Pokémon,0.5,6.2,Blaze,45,62,Medium Slow,87.5% male,12.5% female,44,58,44,58,44,61,309,https://img.pokemondb.net/artwork/large/chimchar.jpg
3910,Monferno-Monferno,Fire,Fighting,Playful Pokémon,0.9,22.0,Blaze,45,142,Medium Slow,87.5% male,12.5% female,64,78,52,78,52,81,405,https://img.pokemondb.net/artwork/large/monferno.jpg
3920,Infernape-Infernape,Fire,Fighting,Flame Pokémon,1.2,55.0,Blaze,45,240,Medium Slow,87.5% male,12.5% female,76,104,71,104,71,108,534,https://img.pokemondb.net/artwork/large/infernape.jpg
3930,Piplup-Piplup,Water,-,Penguin Pokémon,0.4,5.2,Torrent,45,63,Medium Slow,87.5% male,12.5% female,53,51,53,61,56,40,314,https://img.pokemondb.net/artwork/large/piplup.jpg
3940,Prinplup-Prinplup,Water,-,Penguin Pokémon,0.8,23.0,Torrent,45,142,Medium Slow,87.5% male,12.5% female,64,66,68,81,76,50,405,https://img.pokemondb.net/artwork/large/prinplup.jpg
3950,Empoleon-Empoleon,Water,Steel,Emperor Pokémon,1.7,84.5,Torrent,45,239,Medium Slow,87.5% male,12.5% female,84,86,88,111,101,60,530,https://img.pokemondb.net/artwork/large/empoleon.jpg
3960,Starly-Starly,Normal,Flying,Starling Pokémon,0.3,2.0,Keen Eye,255,49,Medium Slow,50% male,50% female,40,55,30,30,30,60,245,https://img.pokemondb.net/artwork/large/starly.jpg
3970,Staravia-Staravia,Normal,Flying,Starling Pokémon,0.6,15.5,Intimidate,120,119,Medium Slow,50% male,50% female,55,75,50,40,40,80,340,https://img.pokemondb.net/artwork/large/staravia.jpg
3980,Staraptor-Staraptor,Normal,Flying,Predator Pokémon,1.2,24.9,Intimidate,45,218,Medium Slow,50% male,50% female,85,120,70,50,60,100,485,https://img.pokemondb.net/artwork/large/staraptor.jpg
3990,Bidoof-Bidoof,Normal,-,Plump Mouse Pokémon,0.5,20.0,Simple,255,50,Medium Fast,50% male,50% female,59,45,40,35,40,31,250,https://img.pokemondb.net/artwork/large/bidoof.jpg
4000,Bibarel-Bibarel,Normal,Water,Beaver Pokémon,1.0,31.5,Simple,127,144,Medium Fast,50% male,50% female,79,85,60,55,60,71,410,https://img.pokemondb.net/artwork/large/bibarel.jpg
4010,Kricketot-Kricketot,Bug,-,Cricket Pokémon,0.3,2.2,Shed Skin,255,39,Medium Slow,50% male,50% female,37,25,41,25,41,25,194,https://img.pokemondb.net/artwork/large/kricketot.jpg
4020,Kricketune-Kricketune,Bug,-,Cricket Pokémon,1.0,25.5,Swarm,45,134,Medium Slow,50% male,50% female,77,85,51,55,51,65,384,https://img.pokemondb.net/artwork/large/kricketune.jpg
4030,Shinx-Shinx,Electric,-,Flash Pokémon,0.5,9.5,Rivalry,235,53,Medium Slow,50% male,50% female,45,65,34,40,34,45,263,https://img.pokemondb.net/artwork/large/shinx.jpg
4040,Luxio-Luxio,Electric,-,Spark Pokémon,0.9,30.5,Rivalry,120,127,Medium Slow,50% male,50% female,60,85,49,60,49,60,363,https://img.pokemondb.net/artwork/large/luxio.jpg
4050,Luxray-Luxray,Electric,-,Gleam Eyes Pokémon,1.4,42.0,Rivalry,45,235,Medium Slow,50% male,50% female,80,120,79,95,79,70,523,https://img.pokemondb.net/artwork/large/luxray.jpg
4060,Budew-Budew,Grass,Poison,Bud Pokémon,0.2,1.2,Natural Cure,255,56,Medium Slow,50% male,50% female,40,30,35,50,70,55,280,https://img.pokemondb.net/artwork/large/budew.jpg
4070,Roserade-Roserade,Grass,Poison,Bouquet Pokémon,0.9,14.5,Natural Cure,75,232,Medium Slow,50% male,50% female,60,70,65,125,105,90,515,https://img.pokemondb.net/artwork/large/roserade.jpg
4080,Cranidos-Cranidos,Rock,-,Head Butt Pokémon,0.9,31.5,Mold Breaker,45,70,Erratic,87.5% male,12.5% female,67,125,40,30,30,58,350,https://img.pokemondb.net/artwork/large/cranidos.jpg
4090,Rampardos-Rampardos,Rock,-,Head Butt Pokémon,1.6,102.5,Mold Breaker,45,173,Erratic,87.5% male,12.5% female,97,165,60,65,50,58,495,https://img.pokemondb.net/artwork/large/rampardos.jpg
4100,Shieldon-Shieldon,Rock,Steel,Shield Pokémon,0.5,57.0,Sturdy,45,70,Erratic,87.5% male,12.5% female,30,42,118,42,88,30,350,https://img.pokemondb.net/artwork/large/shieldon.jpg
4110,Bastiodon-Bastiodon,Rock,Steel,Shield Pokémon,1.3,149.5,Sturdy,45,173,Erratic,87.5% male,12.5% female,60,52,168,47,138,30,495,https://img.pokemondb.net/artwork/large/bastiodon.jpg
4120,Burmy-Plant Cloak,Bug,-,Bagworm Pokémon,0.2,3.4,Shed Skin,120,45,Medium Fast,50% male,50% female,40,29,45,29,45,36,224,https://img.pokemondb.net/artwork/large/burmy-plant.jpg
4121,Burmy-Sandy Cloak,Bug,-,Bagworm Pokémon,0.2,3.4,Shed Skin,120,45,Medium Fast,50% male,50% female,40,29,45,29,45,36,224,https://img.pokemondb.net/artwork/large/burmy-sandy.jpg
4122,Burmy-Trash Cloak,Bug,-,Bagworm Pokémon,0.2,3.4,Shed Skin,120,45,Medium Fast,50% male,50% female,40,29,45,29,45,36,224,https://img.pokemondb.net/artwork/large/burmy-trash.jpg
4130,Wormadam-Plant Cloak,Bug,Grass,Bagworm Pokémon,0.5,6.5,Anticipation,45,148,Medium Fast,0% male,100% female,60,59,85,79,105,36,424,https://img.pokemondb.net/artwork/large/wormadam-plant.jpg
4131,Wormadam-Sandy Cloak,Bug,Grass,Bagworm Pokémon,0.5,6.5,Anticipation,45,148,Medium Fast,0% male,100% female,60,79,105,59,85,36,424,https://img.pokemondb.net/artwork/large/wormadam-sandy.jpg
4132,Wormadam-Trash Cloak,Bug,Grass,Bagworm Pokémon,0.5,6.5,Anticipation,45,148,Medium Fast,0% male,100% female,60,69,95,69,95,36,424,https://img.pokemondb.net/artwork/large/wormadam-trash.jpg
